,DeutscheMark (Euro)/Dollar,UK pound/Dollar,Swiss Franc/Dollar,Japanese Yen/Dollar
1628-1a,0.059842947,0.178271352,0.00739885,0.079856736
1629-1a,0.995450959,0.99735908,0.973809483,0.932985151
1630-1a,0.436457631,0.545356563,0.677390266,0.506162449
1631-1a,0.395552194,0.544331051,0.231245212,0.973562994
1632-1a,0.43902004,0.2895629,0.414646903,0.572006658
1633-1a,0.83438201,0.670089239,0.716886044,0.901016748
1634-1a,0.09799133,0.187351143,0.146297014,0.408507517
1635-1a,0.238914949,0.199089632,0.24816611,0.428234392
1636-1a,0.805808245,0.766938807,0.906692813,0.789075336
1637-1a,0.544232564,0.542900448,0.631328869,0.314645188
1638-1a,0.220233346,0.295484555,0.47306375,0.189687728
1639-1a,0.517075302,0.583738311,0.398095568,0.517280159
1640-1a,0.568772831,0.681807813,0.672244229,0.561067161
1641-1a,0.707560793,0.873926843,0.828236686,0.648195083
1642-1a,0.333344551,0.243617449,0.376464313,0.533136388
1643-1a,0.151681,0.101904334,0.116200952,0.45982704
1644-1a,0.366256682,0.452979757,0.478011312,0.674941478
1645-1a,0.644093514,0.709544971,0.792527347,0.580085337
1646-1a,0.324816737,0.320599068,0.447639643,0.099445001
1647-1a,0.174593794,0.333820267,0.081102695,0.071439644
1648-1a,0.870971208,0.901401506,0.875522319,0.196827347
1649-1a,0.478768461,0.378736393,0.435429192,0.231706731
1650-1a,0.181900261,0.318782611,0.117988043,0.788403707
1651-1a,0.290389601,0.241479875,0.214356703,0.791549903
1652-1a,0.273555455,0.380576751,0.107035974,0.424212924
1653-1a,0.030284949,0.044297489,0.035620286,0.066783154
1654-1a,0.006812697,0.005812345,0.00705668,0.033087145
1655-1a,0.363319623,0.545972564,0.566147301,0.44718634
1656-1a,0.721232871,0.673192597,0.888696626,0.709619369
1657-1a,0.610421871,0.757892851,0.640282802,0.504479729
1658-1a,0.494977424,0.416287373,0.46670471,0.014234568
1659-1a,0.244157984,0.286047824,0.11171374,0.294230912
1660-1a,0.085458498,0.112086295,0.107968354,0.397001971
1661-1a,0.585259472,0.496023547,0.695968735,0.635319256
1662-1a,0.98302085,0.95025691,0.981703196,0.912298577
1663-1a,0.167029331,0.146134582,0.150284825,0.128154751
1664-1a,0.152271563,0.158506631,0.069469322,0.26247136
1665-1a,0.967579749,0.990748249,0.941077456,0.710859903
1666-1a,0.76996766,0.771782965,0.803664549,0.758652691
1667-1a,0.989127268,0.994562209,0.977305762,0.880671309
1668-1a,0.997808963,0.986568725,0.991311811,0.662861407
1669-1a,0.663443437,0.960006063,0.607711745,0.452621061
1670-1a,0.955948797,0.99939965,0.697030735,0.925381287
1671-1a,0.014181904,0.591616004,0.008472514,0.113242423
1672-1a,0.922955201,0.982341308,0.827397209,0.483928413
1673-1a,0.143765755,0.938411216,0.549343183,0.108164456
1674-1a,0.785011473,0.746390948,0.570642587,0.002106544
1675-1a,0.596646666,0.198101376,0.597616127,0.071491131
1676-1a,0.143610402,0.605222893,0.29899416,0.632973099
1677-1a,0.337690452,0.35221731,0.206029105,0.647293751
1678-1a,0.042838812,0.222138541,0.028394699,0.097335339
1679-1a,0.005538987,0.009898277,0.003577362,0.259960981
1680-1a,0.555818834,0.579037582,0.617972704,0.811099949
1681-1a,0.729175458,0.974347392,0.793525184,0.406953043
1682-1a,0.16492191,0.5947666,0.13580587,0.237620309
1683-1a,0.725544321,0.888786106,0.685840324,0.729219978
1684-1a,0.734820255,0.438115865,0.794568671,0.498780411
1685-1a,0.919673246,0.445946276,0.955360335,0.844574159
1686-1a,0.981825849,0.931259665,0.996733278,0.98360118
1687-1a,0.651890504,0.301599105,0.572599337,0.454603675
1688-1a,0.106766702,0.106979997,0.255373685,0.18666888
1689-1a,0.360745986,0.698363008,0.365203672,0.409106403
1690-1a,0.279562489,0.761397262,0.375082912,0.108236008
1691-1a,0.947515293,0.97703533,0.935690113,0.103469889
1692-1a,0.910476964,0.929517666,0.918816017,0.893385494
1693-1a,0.888236986,0.497336092,0.874269887,0.991527336
1694-1a,0.477391304,0.846213921,0.50790303,0.443499624
1695-1a,0.268468874,0.163216176,0.209281168,0.04700424
1696-1a,0.903180232,0.595663716,0.85629386,0.801526006
1697-1a,0.719306744,0.97231746,0.6019963,0.661494352
1698-1a,0.318029519,0.561945807,0.286971293,0.5354579
1699-1a,0.892401501,0.713493499,0.866271541,0.913450149
1700-1a,0.314224654,0.510833069,0.500005689,0.549556627
1701-1a,0.533880051,0.818739038,0.450694155,0.600930751
1702-1a,0.960966181,0.925232584,0.948602351,0.683670062
1703-1a,0.502980232,0.157212492,0.531053477,0.065239151
1704-1a,0.696305794,0.734955261,0.732810823,0.765183409
1705-1a,0.665684243,0.612334677,0.792955105,0.285740244
1706-1a,0.840985593,0.632936084,0.493088693,0.780611477
1707-1a,0.577105179,0.875131854,0.829477948,0.848073601
1708-1a,0.497375587,0.462648638,0.660558661,0.609066362
1709-1a,0.101866466,0.215649566,0.233918558,0.259226512
1710-1a,0.22218122,0.055037665,0.162689864,0.529759542
1711-1a,0.942226502,0.94945882,0.936338941,0.858186145
1712-1a,0.53393576,0.596618791,0.786176495,0.234545965
1713-1a,0.372419941,0.40287516,0.432263657,0.203079991
1714-1a,0.128580153,0.234402852,0.040292428,0.255441555
1715-1a,0.975596845,0.931855387,0.949766203,0.911050964
1716-1a,0.295833044,0.286023224,0.196626094,0.346869719
1717-1a,0.496920723,0.385381865,0.373608717,0.338151413
1718-1a,0.259197118,0.386534152,0.402521121,0.423135578
1719-1a,0.80879997,0.874045183,0.849570929,0.848878661
1720-1a,0.284129268,0.432717845,0.326262684,0.65243655
1721-1a,0.106209322,0.032513014,0.022258721,0.163476074
1722-1a,0.507445835,0.331104235,0.218575414,0.748736592
1723-1a,0.781346345,0.201733661,0.902705139,0.623566047
1724-1a,0.745984612,0.630933954,0.863166976,0.681184621
1725-1a,0.01422525,0.015670579,0.015917595,0.040010878
1726-1a,0.406712709,0.425529581,0.489490965,0.438514307
1727-1a,0.849574669,0.966477952,0.855344483,0.678139495
1728-1a,0.759882219,0.826507573,0.476784246,0.259273456
1729-1a,0.47870605,0.419304711,0.543170542,0.691193411
1730-1a,0.28132801,0.292758743,0.509946122,0.262759865
1731-1a,0.402865269,0.446177001,0.54723394,0.721554916
1732-1a,0.204413631,0.338918568,0.208994858,0.03781603
1733-1a,0.524880352,0.391037493,0.513355097,0.369304809
1734-1a,0.735522048,0.793224866,0.749857434,0.774071306
1735-1a,0.625550983,0.652655906,0.671929111,0.437826748
1736-1a,0.955705122,0.969401057,0.979620067,0.884674037
1737-1a,0.642316126,0.700068677,0.528923826,0.562401856
1738-1a,0.614626976,0.545224289,0.637352525,0.503325663
1739-1a,0.946278099,0.975081362,0.915144182,0.967940163
1740-1a,0.386650673,0.20510964,0.372930809,0.307719347
1741-1a,0.528159388,0.347066795,0.509165231,0.361187908
1742-1a,0.621029261,0.427102079,0.597694784,0.675687106
1743-1a,0.941703483,0.862404441,0.883570371,0.810029454
1744-1a,0.136006667,0.003881127,0.221033098,0.198704118
1745-1a,0.817329753,0.732740576,0.905692423,0.704588954
1746-1a,0.548303377,0.70969081,0.611605027,0.542563206
1747-1a,0.736491525,0.510948354,0.700208426,0.60567392
1748-1a,0.128720337,0.081269663,0.206485925,0.274470483
1749-1a,0.504913905,0.783815576,0.724214617,0.542746396
1750-1a,0.280193016,0.393019471,0.179822663,0.808685154
1751-1a,0.505576138,0.780584305,0.418272188,0.596325513
1752-1a,0.790879472,0.6483608,0.835649048,0.669435737
1753-1a,0.026670385,0.121669568,0.025326322,0.109454499
1754-1a,0.34130372,0.65668057,0.494276417,0.088478666
1755-1a,0.796568588,0.916380007,0.746600745,0.585577621
1756-1a,0.033232761,0.314421201,0.063791609,0.709059021
1757-1a,0.11510918,0.049339915,0.152320376,0.005511308
1758-1a,0.533946151,0.877259115,0.724042934,0.540876396
1759-1a,0.738812393,0.95036864,0.761283112,0.88913235
1760-1a,0.527631062,0.396263728,0.560046669,0.471850672
1761-1a,0.975212646,0.969875891,0.967385207,0.763016521
1762-1a,0.970330851,0.955252452,0.980794647,0.791293232
1763-1a,0.688295866,0.859187793,0.676476151,0.211512273
1764-1a,0.631604803,0.736336302,0.611763586,0.323104091
1765-1a,0.781595552,0.334020953,0.662288095,0.611341392
1766-1a,0.669537708,0.410449694,0.54671245,0.451299823
1767-1a,0.477750537,0.690647761,0.655696855,0.147498466
1768-1a,0.387042499,0.704434576,0.3242001,0.002042637
1769-1a,0.704879501,0.679856286,0.703201526,0.363045759
1770-1a,0.449302021,0.73876992,0.441330504,0.399237045
1771-1a,0.507441677,0.441543984,0.568578143,0.320752241
1772-1a,0.01282472,0.025826481,0.008419461,0.125564218
1773-1a,0.292196193,0.577759505,0.292502398,0.216425586
1774-1a,0.775343183,0.521512493,0.721487996,0.320240409
1775-1a,0.756453857,0.303852172,0.573245929,0.10861727
1776-1a,0.089520425,0.295137282,0.050174707,0.006998607
1777-1a,0.389748287,0.641926182,0.74072583,0.825548847
1778-1a,0.704884585,0.965797562,0.835839982,0.792911305
1779-1a,0.796995193,0.500892795,0.80883166,0.413838163
1780-1a,0.951582004,0.271718976,0.943402064,0.964063204
1781-1a,0.130831332,0.232203743,0.136914364,0.123389098
1782-1a,0.709109059,0.400738144,0.560574376,0.105685638
1783-1a,0.237931614,0.336713347,0.376892755,0.375552529
1784-1a,0.985186242,0.714556549,0.962557006,0.905936585
1785-1a,0.353797078,0.725152552,0.33951333,0.162170573
1786-1a,0.618921799,0.636867826,0.577550774,0.882386914
1787-1a,0.496972821,0.657102967,0.321785938,0.681373545
1788-1a,0.340585434,0.557241107,0.133446639,0.298503692
1789-1a,0.584511923,0.492625404,0.363318105,0.750308581
1790-1a,0.491313001,0.450756648,0.581560757,0.666613383
1791-1a,0.4924024,0.109379068,0.547745862,0.033134802
1792-1a,0.496481458,0.357256724,0.78415834,0.62894666
1793-1a,0.040946433,0.007285806,0.033685356,0.054201559
1794-1a,0.267878413,0.314783029,0.490470279,0.48578893
1795-1a,0.564238553,0.625149279,0.598231755,0.27879064
1796-1a,0.243748687,0.649045336,0.447291868,0.736923885
1797-1a,0.734153003,0.75765011,0.664522215,0.980588164
1798-1a,0.509382317,0.571062368,0.682683774,0.242635278
1799-1a,0.338581394,0.114207806,0.266641431,0.082995646
1800-1a,0.507959978,0.394762843,0.230097319,0.756941265
1801-1a,0.060609807,0.387234553,0.137074142,0.425730828
1802-1a,0.159878801,0.054049227,0.299001557,0.016593457
1803-1a,0.053193847,0.061194704,0.078289154,0.123073583
1804-1a,0.844602134,0.879140823,0.769492703,0.412221614
1805-1a,0.285885397,0.355456501,0.309292531,0.462251047
1806-1a,0.95220224,0.75874072,0.876064584,0.583619341
1807-1a,0.705188422,0.549616628,0.55296506,0.268127268
1808-1a,0.152560027,0.117926276,0.15114463,0.367623679
1809-1a,0.098264882,0.040446646,0.086318575,0.182507839
1810-1a,0.096236825,0.184458884,0.046554306,0.753084857
1811-1a,0.901590424,0.720468105,0.905039708,0.858460396
1812-1a,0.890716946,0.834808198,0.712844348,0.13466738
1813-1a,0.861343282,0.932540669,0.940020255,0.073606143
1814-1a,0.04675697,0.071717152,0.091616262,0.076196333
1815-1a,0.308521601,0.259528323,0.199123904,0.154788809
1816-1a,0.725786884,0.749246689,0.450759534,0.66009751
1817-1a,0.495434163,0.126600615,0.229195438,0.116864527
1818-1a,0.062413859,0.047869008,0.021830864,0.768177066
1819-1a,0.067560936,0.177096195,0.16093479,0.571902767
1820-1a,0.885390895,0.756788536,0.713743481,0.915638649
1821-1a,0.525953942,0.670558733,0.714419409,0.879329809
1822-1a,0.420970154,0.484384323,0.346285606,0.052318855
1823-1a,0.781750281,0.571936267,0.736714408,0.461946612
1824-1a,0.297280065,0.757266914,0.39045226,0.388080085
1825-1a,0.281110921,0.51526666,0.216828782,0.187389368
1826-1a,0.666632582,0.488569695,0.356489485,0.568830725
1827-1a,0.350596617,0.104563833,0.379344226,0.34598106
1828-1a,0.794979111,0.790358844,0.916382701,0.638227023
1829-1a,0.989703802,0.996739887,0.995248561,0.974765045
1830-1a,0.50939577,0.238097246,0.476182819,0.364164203
1831-1a,0.670246363,0.792929365,0.673612465,0.567443499
1832-1a,0.635358035,0.810292439,0.486459862,0.656355224
1833-1a,0.348175019,0.090420641,0.101150876,0.046516544
1834-1a,0.60567603,0.633516875,0.934688857,0.807387071
1835-1a,0.864582219,0.511228891,0.891044985,0.610256418
1836-1a,0.597649651,0.26251735,0.504794278,0.102523744
1837-1a,0.110481901,0.083657346,0.118781568,0.391959047
1838-1a,0.866829873,0.894210094,0.539624272,0.321396056
1839-1a,0.867897741,0.739481423,0.458230255,0.631999272
1840-1a,0.490532017,0.271765847,0.168868434,0.023187844
1841-1a,0.255138394,0.333603802,0.379115455,0.087420216
1842-1a,0.021880504,0.203354872,0.026073995,0.081257181
1843-1a,0.023747983,0.310057476,0.083615107,0.271020062
1844-1a,0.660946794,0.901303498,0.630268398,0.361936326
1845-1a,0.815241973,0.791650516,0.558125797,0.644433329
1846-1a,0.587903851,0.421590186,0.739735136,0.45653104
1847-1a,0.986032863,0.99437739,0.994187351,0.872506604
1848-1a,0.319575632,0.170469963,0.28399489,0.15259015
1849-1a,0.627096119,0.529683308,0.70031535,0.075785339
1850-1a,0.835392971,0.650416824,0.838560931,0.509156486
1851-1a,0.351121764,0.148988754,0.208335241,0.294669301
1852-1a,0.383087178,0.72593849,0.213626365,0.534679214
1853-1a,0.622545125,0.30900949,0.545220152,0.078719332
1854-1a,0.950032291,0.846977978,0.418406136,0.765134837
1855-1a,0.888467469,0.908685385,0.994763287,0.928934123
1856-1a,0.502658446,0.117580839,0.35260576,0.840925936
1857-1a,0.967654159,0.951865782,0.918774281,0.99755894
1858-1a,0.800334563,0.793905066,0.619611489,0.939385684
1859-1a,0.770982887,0.834264103,0.764807374,0.591730161
1860-1a,0.357636619,0.70450527,0.344754434,0.019070042
1861-1a,0.929459949,0.648836286,0.800264612,0.39376
1862-1a,0.373464532,0.195343246,0.464669345,0.005134869
1863-1a,0.3135916,0.059732822,0.239257784,0.495798564
1864-1a,0.149069086,0.050521717,0.190488389,0.561661498
1865-1a,0.959320009,0.964294549,0.920125982,0.821385821
1866-1a,0.119664581,0.037613364,0.337796211,0.632519088
1867-1a,0.555543464,0.702873289,0.504750764,0.883477962
1868-1a,0.780227766,0.657479022,0.517300156,0.661163739
1869-1a,0.668299361,0.852259309,0.56563406,0.090081848
1870-1a,0.288178067,0.410106831,0.517355636,0.841824531
1871-1a,0.442074611,0.882750838,0.939431101,0.917878213
1872-1a,0.987968579,0.681517104,0.434194832,0.430066811
1873-1a,0.210822718,0.053685887,0.170683946,0.059254603
1874-1a,0.391120552,0.296298067,0.227455431,0.152642957
1875-1a,0.774297006,0.893749842,0.69100084,0.88407923
1876-1a,0.272801929,0.63751652,0.164752775,0.19094309
1877-1a,0.153316316,0.11912639,0.276098975,0.83025857
1878-1a,0.243723631,0.125334131,0.297398922,0.343180294
1879-1a,0.41370631,0.349569676,0.694733255,0.56362207
1880-1a,0.789973918,0.651519003,0.59142479,0.012925039
1881-1a,0.900397523,0.736890797,0.928833575,0.703492585
1882-1a,0.744629828,0.664457719,0.630126395,0.358903435
1883-1a,0.601522344,0.892072195,0.482087967,0.269719087
1884-1a,0.194580377,0.272046611,0.239926828,0.3279576
1885-1a,0.974745137,0.916950463,0.935015018,0.831464601
1886-1a,0.547466839,0.30456917,0.301786459,0.028829992
1887-1a,0.007611902,0.077254224,0.009974564,0.253332535
1888-1a,0.38997433,0.43600152,0.721847392,0.468702521
1889-1a,0.640149257,0.627581693,0.641362333,0.720784847
1890-1a,0.550563495,0.702088483,0.584058639,0.214672706
1891-1a,0.076558798,0.435917739,0.304556874,0.641296051
1892-1a,0.547287946,0.735080571,0.468321594,0.771764427
1893-1a,0.953558461,0.983782628,0.981858188,0.394215996
1894-1a,0.714689179,0.405925861,0.77889536,0.047597833
1895-1a,0.259182444,0.675801523,0.195517637,0.164514228
1896-1a,0.369511249,0.716865293,0.455273608,0.075397935
1897-1a,0.015882119,0.008679677,0.007009134,0.287684918
1898-1a,0.75010969,0.574299226,0.804798393,0.24078516
1899-1a,0.122248321,0.013523463,0.055753036,0.820546392
1900-1a,0.777691635,0.82388073,0.612740888,0.999581372
1901-1a,0.124738491,0.183036454,0.048334828,0.101571114
1902-1a,0.824079464,0.858549569,0.871803567,0.098488
1903-1a,0.276503462,0.711163265,0.220876701,0.654861669
1904-1a,0.720974857,0.942507982,0.766570137,0.868150424
1905-1a,0.042224877,0.011839266,0.107162037,0.343849041
1906-1a,0.480666039,0.757195782,0.526452014,0.275325455
1907-1a,0.722137456,0.751267966,0.650067295,0.564074857
1908-1a,0.73870292,0.7147923,0.728754091,0.804231371
1909-1a,0.05877045,0.124244916,0.030097125,0.791256648
1910-1a,0.075804503,0.550881648,0.131506196,0.704629378
1911-1a,0.028346448,0.029426217,0.042581384,0.094766164
1912-1a,0.132225809,0.119201284,0.153309009,0.1966453
1913-1a,0.67560363,0.494105467,0.581668895,0.942912257
1914-1a,0.086560443,0.255162178,0.059816647,0.425839489
1915-1a,0.362167368,0.359465422,0.188631239,0.841156064
1916-1a,0.900508291,0.800306692,0.882630981,0.429510425
1917-1a,0.458245583,0.438621974,0.380497436,0.361555312
1918-1a,0.101337125,0.540652147,0.180600069,0.585652785
1919-1a,0.771661943,0.864423794,0.769668116,0.027276918
1920-1a,0.840183682,0.581505996,0.681411713,0.528913693
1921-1a,0.446367097,0.48207764,0.473513052,0.548702462
1922-1a,0.993389302,0.953334039,0.98484938,0.982708785
1923-1a,0.133048195,0.336979691,0.332569701,0.322666049
1924-1a,0.888156931,0.867720025,0.867382055,0.375728664
1925-1a,0.342146094,0.369579578,0.384130718,0.399652198
1926-1a,0.164084007,0.31091085,0.165398483,0.524462093
1927-1a,0.139921551,0.558665481,0.214542066,0.092607009
1928-1a,0.476241679,0.603596568,0.553776339,0.654398904
1929-1a,0.936513955,0.927741609,0.873271452,0.873292164
1930-1a,0.501947113,0.20743686,0.448337505,0.443815258
1931-1a,0.226540207,0.15537625,0.310334392,0.432722674
1932-1a,0.537826974,0.497170319,0.600436035,0.412046085
1933-1a,0.388163547,0.153962683,0.484555606,0.440938346
1934-1a,0.545059802,0.5665717,0.676546959,0.149998558
1935-1a,0.048961254,0.097912421,0.024144661,0.92174739
1936-1a,0.176966838,0.660651733,0.248656004,0.49113669
1937-1a,0.789830993,0.864289172,0.770529479,0.468752602
1938-1a,0.827988624,0.751119537,0.954472355,0.971965607
1939-1a,0.658830409,0.664242418,0.706049766,0.343942651
1940-1a,0.9700385,0.989452106,0.946863862,0.695001371
1941-1a,0.661818036,0.471208606,0.632647649,0.279024629
1942-1a,0.465164793,0.290004293,0.657593483,0.695998928
1943-1a,0.97991709,0.837186781,0.948789874,0.916011773
1944-1a,0.842447587,0.885100691,0.769648675,0.360879364
1945-1a,0.803653529,0.326128933,0.811752763,0.754527988
1946-1a,0.417289073,0.483575237,0.345914574,0.330331251
1947-1a,0.427175372,0.409039145,0.563729122,0.677384835
1948-1a,0.284506954,0.224262742,0.345153428,0.235251925
1949-1a,0.862559207,0.753557532,0.912663596,0.651752726
1950-1a,0.781479545,0.474797589,0.825759059,0.278462476
1951-1a,0.833925456,0.863508387,0.776847717,0.21325489
1952-1a,0.179071425,0.145299177,0.219699338,0.418258788
1953-1a,0.56810584,0.622426023,0.502679306,0.798350499
1954-1a,0.405376723,0.297678752,0.227258062,0.506907847
1955-1a,0.178421536,0.652545941,0.099801262,0.206193952
1956-1a,0.780170262,0.927583459,0.821193623,0.703029735
1957-1a,0.441574382,0.146021969,0.427672211,0.046493855
1958-1a,0.25452156,0.042738886,0.315446221,0.014548037
1959-1a,0.805460614,0.728352148,0.73592288,0.942912008
1960-1a,0.887545766,0.834399658,0.841362426,0.536792574
1961-1a,0.378473284,0.519780641,0.198596742,0.600209755
1962-1a,0.876235187,0.757478049,0.865837389,0.727156464
1963-1a,0.698556449,0.713359936,0.657156827,0.977319021
1964-1a,0.107571651,0.341194877,0.089395358,0.348383807
1965-1a,0.380867335,0.074838549,0.333608308,0.602601556
1966-1a,0.613568925,0.448012452,0.590749165,0.222234915
1967-1a,0.822997901,0.849920163,0.731283538,0.858907752
1968-1a,0.374790405,0.141760833,0.211532871,0.792648234
1969-1a,0.763270157,0.695353387,0.800656274,0.297847363
1970-1a,0.759845187,0.838696419,0.63506918,0.423155316
1971-1a,0.521367264,0.180972839,0.281146901,0.424506748
1972-1a,0.428522839,0.217542664,0.202697871,0.339357849
1973-1a,0.025018201,0.060791496,0.003643941,0.09767655
1974-1a,0.54692643,0.90149659,0.469863158,0.182846615
