,DeutscheMark (Euro)/Dollar,UK pound/Dollar,Swiss Franc/Dollar,Japanese Yen/Dollar
4547-1a,0.137480397,0.082639204,0.139149705,0.374132352
4548-1a,0.493868529,0.716118192,0.537286555,0.467138341
4549-1a,0.460590425,0.439302672,0.509993988,0.801933935
4550-1a,0.051816225,0.115541549,0.050265474,0.247474657
4551-1a,0.559731449,0.131802651,0.51896787,0.740785201
4552-1a,0.532362309,0.247237587,0.613354912,0.360097407
4553-1a,0.044749843,0.024276613,0.127349326,0.250939337
4554-1a,0.601977276,0.44659656,0.549297516,0.495636532
4555-1a,0.842636839,0.798959561,0.873559178,0.487719896
4556-1a,0.348823355,0.364314062,0.277258,0.601095588
4557-1a,0.153518776,0.08631419,0.16392531,0.659435961
4558-1a,0.942066888,0.88851046,0.93272496,0.972542852
4559-1a,0.408314195,0.332169448,0.42698164,0.815337456
4560-1a,0.976509879,0.991903851,0.98546596,0.997948502
4561-1a,0.380486489,0.311597705,0.348240961,0.109631633
4562-1a,0.129158276,0.054964931,0.079449472,0.437779909
4563-1a,0.967112762,0.916465528,0.96115818,0.876176594
4564-1a,0.766407337,0.79434822,0.814333561,0.855220561
4565-1a,0.274227124,0.334973142,0.299661546,0.379591645
4566-1a,0.659085337,0.431922943,0.691755018,0.232725108
4567-1a,0.990267566,0.982380664,0.993218474,0.950149233
4568-1a,0.623436691,0.81362912,0.448883059,0.48315149
4569-1a,0.50609065,0.774250324,0.476064443,0.941463974
4570-1a,0.046549655,0.037017204,0.049654966,0.901649884
4571-1a,0.341840091,0.388333554,0.430972739,0.128978799
4572-1a,0.802645661,0.959416397,0.769375451,0.539459851
4573-1a,0.860719122,0.954207863,0.741825894,0.189543747
4574-1a,0.099340615,0.300053809,0.024692728,0.406774352
4575-1a,0.901878568,0.681987243,0.931592252,0.469227933
4576-1a,0.288694109,0.491374041,0.236440251,0.195034606
4577-1a,0.487767917,0.257129968,0.538064613,0.015021379
4578-1a,0.674574274,0.370574465,0.498452929,0.127690135
4579-1a,0.060707154,0.073572725,0.032925369,0.025047375
4580-1a,0.856726253,0.558500586,0.872240633,0.319879507
4581-1a,0.260416791,0.132479011,0.11179956,0.562471997
4582-1a,0.454747086,0.319066405,0.469655664,0.421279418
4583-1a,0.988328569,0.979896661,0.971902409,0.306927416
4584-1a,0.51837192,0.919928289,0.692169656,0.352521997
4585-1a,0.474733207,0.225661137,0.559292769,0.370093048
4586-1a,0.346948432,0.402477509,0.532678152,0.188707168
4587-1a,0.393865725,0.252307117,0.377407178,0.740595119
4588-1a,0.09442317,0.108729099,0.076980819,0.014748065
4589-1a,0.263100471,0.14938807,0.38744225,0.203891935
4590-1a,0.987187282,0.965437194,0.986807912,0.896967452
4591-1a,0.920347123,0.760321816,0.933842499,0.843965657
4592-1a,0.080324142,0.060265721,0.045454295,0.826258234
4593-1a,0.344480828,0.617017491,0.187656493,0.274183612
4594-1a,0.82065506,0.733128971,0.683932663,0.937078861
4595-1a,0.464117475,0.492069428,0.471327992,0.597786248
4596-1a,0.596028011,0.3226869,0.515872211,0.073193673
4597-1a,0.940032452,0.942817734,0.950890587,0.953791839
4598-1a,0.413259784,0.97436091,0.384188098,0.992185778
4599-1a,0.388264752,0.520067499,0.468609977,0.244520376
4600-1a,0.420303578,0.304766124,0.445397336,0.367030815
4601-1a,0.464312503,0.245480009,0.324243497,0.758786869
4602-1a,0.95385139,0.950995794,0.974995541,0.709293437
4603-1a,0.616142099,0.817999745,0.550990529,0.824126039
4604-1a,0.206224548,0.453219587,0.297001526,0.449699812
4605-1a,0.773773007,0.643174368,0.756507478,0.256207024
4606-1a,0.414146099,0.113033013,0.232994122,0.317110654
4607-1a,0.214522425,0.334254351,0.159987553,0.855088517
4608-1a,0.831928582,0.93741299,0.758798669,0.807783406
4609-1a,0.092615171,0.481796313,0.096446791,0.392861208
4610-1a,0.384650021,0.334463579,0.630312381,0.824911037
4611-1a,0.706723098,0.733692428,0.712788022,0.301080405
4612-1a,0.03239434,0.031292919,0.030927019,0.082184398
4613-1a,0.23115475,0.687624096,0.255149224,0.128425165
4614-1a,0.859903627,0.391078155,0.834556671,0.945102031
4615-1a,0.974208171,0.709800859,0.942539341,0.995438938
4616-1a,0.803801272,0.889202996,0.505540599,0.96710158
4617-1a,0.332439222,0.934365311,0.356046165,0.14625965
4618-1a,0.29309074,0.094329072,0.342335385,0.442276178
4619-1a,0.879953155,0.83480698,0.848690184,0.964802844
4620-1a,0.177868301,0.519186483,0.230837002,0.332977541
4621-1a,0.079088385,0.239581529,0.026722361,0.528277001
4622-1a,0.789366112,0.581153971,0.781287526,0.420449191
4623-1a,0.21171974,0.070903762,0.273897057,0.067848664
4624-1a,0.721942074,0.739223035,0.770624792,0.326119342
4625-1a,0.427680507,0.162521694,0.445522345,0.323968124
4626-1a,0.364401498,0.473506568,0.29504104,0.72780792
4627-1a,0.120131834,0.04600531,0.241961519,0.067931457
4628-1a,0.4181718,0.349478107,0.445679589,0.421831476
4629-1a,0.039537784,0.035037608,0.008660666,0.117304339
4630-1a,0.731222689,0.659213603,0.766531867,0.214061383
4631-1a,0.638433086,0.501242489,0.589990529,0.085931711
4632-1a,0.261485506,0.278833194,0.21737212,0.906664174
4633-1a,0.653017972,0.732291236,0.655548531,0.305582351
4634-1a,0.474627246,0.269220188,0.490422445,0.907772496
4635-1a,0.18177205,0.463555235,0.135473967,0.663575786
4636-1a,0.326491313,0.50820667,0.344515025,0.024193434
4637-1a,0.805567163,0.662759845,0.587046323,0.546984287
4638-1a,0.992858843,0.825734996,0.966761237,0.786134256
4639-1a,0.195066499,0.097281229,0.125140161,0.08796755
4640-1a,0.889092745,0.969253903,0.939564388,0.872258038
4641-1a,0.293875703,0.729504395,0.32704546,0.913243945
4642-1a,0.100196947,0.052959229,0.237152028,0.031763229
4643-1a,0.959515318,0.705195242,0.96041455,0.751608611
4644-1a,0.394963813,0.245646728,0.08431361,0.240917542
4645-1a,0.11075856,0.373533668,0.205534269,0.175490346
4646-1a,0.63556479,0.747226576,0.543044569,0.538289959
4647-1a,0.467252744,0.840565802,0.617641478,0.55637153
4648-1a,0.625936478,0.684619665,0.663864379,0.206411524
4649-1a,0.13835149,0.205651044,0.156220043,0.036554237
4650-1a,0.48034072,0.445710206,0.619930727,0.72773098
4651-1a,0.491714056,0.384679729,0.610460596,0.685979862
4652-1a,0.904549442,0.977307983,0.961678851,0.700700845
4653-1a,0.097770341,0.1386036,0.050790392,0.785764723
4654-1a,0.669347628,0.45654201,0.481533894,0.30410813
4655-1a,0.026078062,0.146740979,0.054689537,0.443626785
4656-1a,0.679449624,0.631992126,0.569588382,0.884075362
4657-1a,0.481769062,0.113633354,0.499925216,0.720807692
4658-1a,0.175964219,0.087465962,0.15074508,0.108009014
4659-1a,0.354884843,0.69272445,0.407048538,0.687049055
4660-1a,0.378405154,0.171925822,0.44797083,0.146169012
4661-1a,0.492294518,0.442371411,0.538496896,0.472456616
4662-1a,0.85881533,0.674763681,0.86655992,0.700174353
4663-1a,0.258779227,0.544182518,0.272528311,0.819306173
4664-1a,0.658726214,0.655165131,0.801524761,0.86799496
4665-1a,0.099685363,0.033511572,0.11633798,0.051779098
4666-1a,0.548208934,0.684144465,0.637444741,0.171312715
4667-1a,0.939431387,0.942075978,0.956687593,0.601237507
4668-1a,0.782573035,0.860994769,0.747987909,0.972983176
4669-1a,0.636804123,0.407749649,0.498258457,0.494578394
4670-1a,0.977646223,0.896556837,0.977435851,0.782851445
4671-1a,0.246835141,0.18033493,0.3509364,0.315131175
4672-1a,0.885003919,0.962981017,0.894749484,0.928553987
4673-1a,0.551573127,0.434283868,0.525324192,0.894530883
4674-1a,0.601152786,0.780414649,0.705092555,0.707397252
4675-1a,0.645622719,0.405760212,0.594069364,0.148107265
4676-1a,0.472127641,0.301677271,0.390673861,0.172417912
4677-1a,0.340565936,0.519402419,0.466080185,0.391693945
4678-1a,0.504470344,0.451342688,0.321666014,0.739061668
4679-1a,0.446554178,0.613701286,0.443955192,0.852762726
4680-1a,0.004464401,0.041183437,0.007262965,0.032885737
4681-1a,0.539918465,0.519941497,0.622073776,0.59771306
4682-1a,0.722283728,0.932617844,0.818096195,0.830701531
4683-1a,0.537150694,0.352697557,0.420506491,0.194254162
4684-1a,0.350386667,0.80441642,0.291547488,0.428460065
4685-1a,0.052125434,0.025772429,0.030303326,0.464475932
4686-1a,0.564501156,0.629496923,0.565519677,0.287338995
4687-1a,0.526598131,0.907158666,0.642061303,0.149114683
4688-1a,0.627698349,0.677312756,0.55152936,0.184860488
4689-1a,0.340009183,0.204353541,0.39966773,0.455096424
4690-1a,0.768376131,0.913769736,0.843272998,0.432768304
4691-1a,0.986356117,0.894074771,0.980838617,0.828018895
4692-1a,0.803045702,0.930591505,0.661876314,0.370001269
4693-1a,0.508144348,0.400539751,0.523892743,0.811639481
4694-1a,0.417315296,0.463856641,0.435838901,0.184757121
4695-1a,0.893711887,0.769611404,0.922005219,0.683448911
4696-1a,0.299528632,0.295077309,0.326114526,0.512844309
4697-1a,0.049910953,0.214175939,0.067633171,0.076012761
4698-1a,0.426171865,0.844890337,0.207435939,0.707850861
4699-1a,0.615017609,0.729827939,0.560780156,0.570653602
4700-1a,0.933368002,0.908353791,0.87860235,0.964794859
4701-1a,0.50483722,0.377830125,0.436108468,0.256339118
4702-1a,0.26436959,0.776571372,0.342498909,0.074701597
4703-1a,0.127617796,0.081826816,0.198052839,0.440182024
4704-1a,0.216587558,0.389663101,0.403225221,0.625358105
4705-1a,0.331176876,0.198858879,0.40810143,0.61584793
4706-1a,0.561798774,0.470542601,0.55285614,0.753404491
4707-1a,0.593085784,0.574006245,0.553444998,0.237133907
4708-1a,0.914316584,0.978349459,0.920164825,0.762326765
4709-1a,0.309886651,0.049801096,0.430594314,0.197015735
4710-1a,0.523251201,0.490628329,0.450515877,0.645094184
4711-1a,0.56301508,0.786786475,0.707073883,0.508170864
4712-1a,0.018470343,0.121890905,0.020555703,0.405036357
4713-1a,0.819885958,0.672305255,0.741705949,0.950752774
4714-1a,0.523359605,0.365409012,0.588914639,0.661570807
4715-1a,0.424904622,0.177501143,0.500464767,0.381464315
4716-1a,0.38332949,0.28017865,0.498434161,0.863433793
4717-1a,0.326408271,0.321088513,0.411321148,0.601279264
4718-1a,0.435704563,0.9334355,0.480581406,0.156932767
4719-1a,0.073188441,0.09833687,0.045587506,0.062327969
4720-1a,0.602530073,0.930211951,0.642519467,0.775180127
4721-1a,0.969034328,0.940676053,0.970929332,0.753605767
4722-1a,0.361421919,0.629893193,0.422448119,0.791861589
4723-1a,0.669610476,0.617812654,0.644220107,0.516493911
4724-1a,0.495150639,0.377884252,0.432579957,0.358755571
4725-1a,0.036417152,0.083961208,0.043002257,0.006120107
4726-1a,0.652272722,0.330914214,0.504085874,0.305517761
4727-1a,0.83462442,0.804236271,0.76949826,0.73590516
4728-1a,0.43659856,0.425973999,0.333069954,0.59800749
4729-1a,0.252200221,0.352227214,0.15679797,0.399928311
4730-1a,0.069533252,0.18600018,0.049676875,0.228502823
4731-1a,0.400171011,0.779124209,0.37706217,0.455146304
4732-1a,0.339537971,0.246776784,0.363305815,0.047362468
4733-1a,0.17102002,0.062624543,0.160148524,0.422202908
4734-1a,0.302381435,0.112001796,0.25961508,0.082871337
4735-1a,0.116227207,0.432302027,0.140976412,0.29875674
4736-1a,0.03791525,0.076023178,0.041087143,0.134723664
4737-1a,0.80692623,0.828824657,0.746630924,0.681043033
4738-1a,0.791604946,0.815503454,0.804524168,0.241362907
4739-1a,0.259284289,0.342410949,0.154277059,0.231662937
4740-1a,0.237274181,0.220415399,0.218627374,0.120971336
4741-1a,0.704591631,0.653204184,0.833168918,0.918711922
4742-1a,0.588145916,0.167643891,0.603407065,0.242490668
4743-1a,0.112908877,0.187640957,0.095026382,0.62624079
4744-1a,0.22213087,0.716832755,0.189307472,0.390431085
4745-1a,0.061549673,0.100296501,0.065993913,0.16909135
4746-1a,0.827297268,0.462049918,0.778892405,0.458594524
4747-1a,0.602128451,0.493631893,0.579209471,0.616579075
4748-1a,0.565416903,0.89595161,0.433814446,0.987073045
4749-1a,0.42240824,0.711333007,0.264993269,0.215203919
4750-1a,0.138797415,0.060739502,0.147352054,0.050337547
4751-1a,0.617211908,0.835113175,0.865361258,0.225207446
4752-1a,0.471648238,0.231613198,0.330065332,0.591305774
4753-1a,0.117170135,0.241215747,0.035714535,0.017008858
4754-1a,0.927080593,0.927364534,0.906745595,0.622503357
4755-1a,0.069067003,0.109464625,0.075895516,0.037091698
4756-1a,0.474173731,0.39208838,0.563123419,0.496989259
4757-1a,0.261972942,0.163531909,0.25418282,0.68850068
4758-1a,0.057634304,0.057004927,0.032447708,0.140184792
4759-1a,0.093609015,0.096299063,0.157693913,0.181358144
4760-1a,0.355334695,0.497783742,0.542265051,0.640951365
4761-1a,0.64446119,0.494285045,0.6859335,0.722046561
4762-1a,0.410646272,0.044373012,0.386477839,0.636199198
4763-1a,0.189111085,0.010298864,0.586387195,0.273212677
4764-1a,0.879276821,0.84736319,0.935888348,0.819055814
4765-1a,0.008116254,0.036338201,0.006449075,0.037554893
4766-1a,0.757099578,0.688525497,0.925462475,0.954982001
4767-1a,0.403739033,0.248038454,0.456280889,0.350538637
4768-1a,0.855147298,0.768534845,0.810297225,0.948080766
4769-1a,0.769071425,0.914398988,0.713048686,0.908890204
4770-1a,0.924073534,0.878552094,0.910793965,0.776164981
4771-1a,0.076120894,0.160779394,0.189305627,0.271013455
4772-1a,0.638507242,0.402718823,0.580753524,0.915059876
4773-1a,0.064660262,0.065721219,0.040500496,0.027907203
4774-1a,0.972628962,0.832680012,0.97065438,0.689764356
4775-1a,0.214164866,0.174978586,0.490670668,0.246341588
4776-1a,0.144358242,0.297257772,0.148427057,0.445982317
4777-1a,0.652401647,0.965401981,0.733552356,0.711322067
4778-1a,0.364645235,0.889665093,0.427083449,0.304878082
4779-1a,0.05686336,0.260238922,0.111141563,0.130141676
4780-1a,0.392129085,0.471203409,0.424387123,0.463364129
4781-1a,0.11166642,0.160592277,0.141247636,0.121404053
4782-1a,0.513154725,0.714856294,0.390946995,0.449862689
4783-1a,0.504492022,0.863821968,0.516054411,0.912720905
4784-1a,0.400663258,0.250082293,0.407279483,0.115898653
4785-1a,0.840329793,0.759325823,0.867430366,0.1686418
4786-1a,0.909280973,0.92135866,0.882743542,0.655049608
4787-1a,0.990748756,0.985080211,0.991739677,0.989184938
4788-1a,0.551362262,0.416459063,0.469031594,0.322231051
4789-1a,0.881021984,0.808235472,0.823791064,0.900432888
4790-1a,0.927924251,0.743613205,0.919340628,0.496935033
4791-1a,0.413062414,0.258943777,0.299641375,0.131938563
4792-1a,0.397572652,0.425054571,0.579366063,0.080970896
4793-1a,0.048145707,0.124837147,0.052358667,0.058362698
4794-1a,0.688424018,0.83106899,0.653546112,0.496686966
4795-1a,0.936896067,0.886945879,0.842317422,0.23748443
4796-1a,0.754789591,0.908273081,0.745096209,0.628888441
4797-1a,0.678125973,0.228845719,0.513359807,0.434264268
4798-1a,0.543374333,0.293114338,0.466263482,0.867295405
4799-1a,0.744400766,0.409483613,0.774375742,0.82300678
4800-1a,0.23662933,0.292391597,0.215394236,0.103204981
4801-1a,0.32514468,0.455559108,0.469144131,0.483478734
4802-1a,0.871634716,0.93657471,0.872696987,0.976561322
4803-1a,0.085881866,0.042695232,0.13679261,0.12093314
4804-1a,0.653458104,0.199649095,0.505264329,0.27583881
4805-1a,0.429581455,0.550841676,0.517432558,0.823313003
4806-1a,0.529009882,0.698847981,0.657100175,0.680314129
4807-1a,0.5391165,0.549992789,0.686682715,0.545590473
4808-1a,0.570508047,0.363430308,0.563154552,0.492656232
4809-1a,0.815046124,0.716160684,0.919697766,0.903317852
4810-1a,0.946795247,0.739482102,0.900786155,0.211175519
4811-1a,0.949641359,0.982721899,0.967826163,0.910669471
4812-1a,0.490599917,0.630845624,0.325729575,0.940355486
4813-1a,0.219280366,0.296685481,0.225447773,0.365058543
4814-1a,0.173287918,0.129848719,0.130943416,0.658892681
4815-1a,0.566797564,0.448955604,0.56461875,0.398090039
4816-1a,0.065106542,0.038739728,0.066306328,0.137653279
4817-1a,0.250251023,0.174042728,0.09918348,0.107644865
4818-1a,0.419847475,0.885938753,0.371080252,0.931355048
4819-1a,0.223977476,0.133136919,0.238125595,0.626226121
4820-1a,0.527107383,0.531479175,0.469109065,0.517424842
4821-1a,0.545218045,0.428676399,0.455726214,0.360824016
4822-1a,0.007105694,0.065031367,0.003698465,0.020979259
4823-1a,0.722092743,0.641921995,0.737677035,0.88345487
4824-1a,0.619009141,0.430442632,0.778341193,0.771762617
4825-1a,0.239891243,0.137440641,0.155173498,0.40458251
4826-1a,0.649790791,0.447173649,0.628655604,0.120911132
4827-1a,0.725517648,0.492852104,0.595631959,0.347961121
4828-1a,0.75080747,0.804404928,0.866455808,0.750483857
4829-1a,0.694760322,0.810717127,0.86623136,0.824116291
4830-1a,0.034221632,0.045479472,0.066226271,0.189293925
4831-1a,0.642601319,0.8096189,0.740219673,0.721050436
4832-1a,0.037579377,0.06218623,0.056464692,0.158058818
4833-1a,0.274218067,0.721523313,0.32718295,0.133358248
4834-1a,0.335784369,0.638257391,0.230614133,0.545110372
4835-1a,0.296650732,0.310478947,0.324985551,0.427555534
4836-1a,0.903074635,0.930259886,0.898664046,0.939538503
4837-1a,0.78931855,0.546395219,0.798619157,0.271368283
4838-1a,0.068451651,0.058211741,0.04783264,0.228698283
4839-1a,0.714789193,0.615205155,0.728152719,0.728224374
4840-1a,0.807040403,0.653714991,0.824734479,0.672984561
4841-1a,0.978994116,0.990768027,0.967600415,0.801642928
4842-1a,0.893147676,0.895526906,0.903538997,0.786762894
4843-1a,0.910417865,0.953547933,0.851969506,0.804453178
4844-1a,0.760666333,0.529774113,0.774770543,0.826676141
4845-1a,0.43147975,0.479542385,0.401504242,0.495120588
4846-1a,0.825006999,0.677403389,0.737754073,0.940507042
4847-1a,0.303803983,0.157660646,0.308234277,0.604747958
4848-1a,0.641022453,0.451134715,0.529578246,0.638901833
4849-1a,0.235603851,0.089391288,0.263372883,0.218778571
4850-1a,0.790883918,0.806141528,0.843115427,0.787146079
4851-1a,0.793982512,0.744792801,0.745729798,0.907840465
4852-1a,0.495598914,0.355809544,0.386746872,0.463673013
4853-1a,0.376491279,0.439876237,0.389962497,0.764011137
4854-1a,0.662262274,0.882147816,0.61191388,0.487949545
4855-1a,0.140415695,0.06170655,0.094334049,0.155736993
4856-1a,0.20105749,0.275288533,0.245369203,0.191196712
4857-1a,0.807988513,0.454465067,0.794287264,0.381746838
4858-1a,0.516409989,0.390989849,0.519255547,0.161565651
4859-1a,0.963378224,0.941944635,0.977171238,0.960722615
4860-1a,0.067496602,0.084359214,0.036847597,0.149475424
4861-1a,0.038480151,0.108176836,0.04096367,0.192591908
4862-1a,0.305114451,0.086182944,0.204782879,0.138502016
4863-1a,0.336109678,0.380213567,0.274598004,0.477762878
4864-1a,0.7267499,0.905953175,0.761743459,0.535033176
4865-1a,0.436704948,0.247696906,0.441396472,0.037437355
4866-1a,0.860083014,0.636745198,0.838638329,0.30750579
4867-1a,0.499125815,0.762658644,0.392332427,0.745361961
4868-1a,0.842412588,0.60483702,0.83564408,0.387459675
4869-1a,0.673928722,0.342845105,0.439057544,0.63056455
4870-1a,0.704054976,0.435958582,0.675535248,0.010380431
4871-1a,0.656623731,0.9402367,0.726058244,0.77680025
4872-1a,0.381089215,0.649152298,0.520814274,0.402923102
4873-1a,0.098333384,0.125790782,0.144875961,0.193352391
4874-1a,0.494105945,0.463202756,0.608129452,0.462081428
4875-1a,0.967465484,0.923248334,0.961012663,0.84344708
4876-1a,0.343757802,0.765240167,0.36348928,0.901209726
4877-1a,0.394109952,0.673544235,0.327354336,0.435292424
4878-1a,0.875447421,0.901983664,0.759840703,0.706629761
4879-1a,0.970901734,0.850792962,0.93824741,0.957409444
4880-1a,0.872264677,0.952804963,0.895674559,0.850109241
4881-1a,0.378212219,0.918286729,0.344145162,0.247511022
4882-1a,0.666787086,0.656057024,0.597939462,0.822312661
4883-1a,0.145241352,0.33453527,0.187118287,0.240422047
4884-1a,0.731624329,0.68769104,0.696578409,0.852684345
4885-1a,0.923613168,0.841238933,0.927565525,0.847251559
4886-1a,0.430895988,0.43600842,0.460701019,0.180052961
4887-1a,0.431441229,0.5976512,0.386582077,0.423891758
4888-1a,0.318156112,0.309399982,0.322607036,0.455907234
4889-1a,0.918208051,0.916638032,0.889298011,0.712667416
4890-1a,0.164651155,0.337571574,0.237316542,0.462248385
4891-1a,0.946194254,0.561841865,0.858675834,0.518785564
4892-1a,0.990239475,0.786694983,0.906052073,0.833981258
4893-1a,0.939209436,0.803671107,0.873940368,0.612774557
4894-1a,0.155611718,0.294290559,0.296734392,0.207862145
4895-1a,0.753012301,0.562977834,0.569178309,0.107286488
4896-1a,0.324384416,0.121000944,0.290247414,0.061602
4897-1a,0.376397577,0.072205904,0.293848612,0.241777711
4898-1a,0.786545349,0.928701737,0.420769655,0.885982114
4899-1a,0.584649795,0.685303601,0.917418916,0.657925652
4900-1a,0.941420836,0.861994983,0.977313284,0.980377339
4901-1a,0.5578494,0.768330987,0.604202759,0.936158124
4902-1a,0.898573856,0.593402312,0.832729055,0.405157813
4903-1a,0.086128026,0.025796223,0.132382472,0.30155595
4904-1a,0.616734094,0.488922786,0.627999557,0.298102913
4905-1a,0.009870727,0.155561876,0.033297352,0.237280776
4906-1a,0.957242233,0.776619999,0.942226358,0.923560453
4907-1a,0.410414779,0.3428408,0.289790424,0.049061937
4908-1a,0.748474221,0.830719651,0.774734583,0.812390469
4909-1a,0.912245013,0.82847685,0.861725461,0.590913339
4910-1a,0.209170173,0.129206749,0.257542009,0.524738334
4911-1a,0.111812147,0.246599761,0.137330095,0.622935181
4912-1a,0.929264517,0.939932993,0.946794951,0.860137661
4913-1a,0.497845818,0.913245914,0.641406059,0.847654804
4914-1a,0.418545486,0.971999019,0.516423493,0.774877325
4915-1a,0.976162262,0.990288743,0.970354185,0.954589725
4916-1a,0.733894867,0.882696411,0.808692755,0.372933639
4917-1a,0.374486644,0.597173076,0.49082469,0.581730755
4918-1a,0.412478093,0.699409541,0.401289611,0.807261454
4919-1a,0.406952737,0.855453888,0.297322957,0.39466692
4920-1a,0.377585837,0.766982371,0.535552969,0.603254056
4921-1a,0.077382333,0.024577181,0.065011667,0.168775382
4922-1a,0.018646539,0.022866527,0.021695444,0.059615497
4923-1a,0.969958448,0.924196212,0.981029331,0.94656402
4924-1a,0.498671057,0.79789407,0.533051031,0.734688818
4925-1a,0.71600498,0.700610447,0.716834607,0.433205689
4926-1a,0.464042537,0.699847087,0.456918524,0.286529789
4927-1a,0.610985725,0.829925184,0.77357351,0.91675349
4928-1a,0.056846767,0.478102255,0.043914801,0.539401823
4929-1a,0.425865004,0.095009638,0.503060769,0.001940107
4930-1a,0.922022775,0.914043131,0.902692474,0.875574187
4931-1a,0.505559722,0.232146907,0.455406665,0.618739238
4932-1a,0.728132276,0.854535858,0.747162664,0.927482094
4933-1a,0.296731951,0.269700876,0.28773271,0.477726137
4934-1a,0.163938849,0.092287988,0.110904195,0.341756321
4935-1a,0.523772019,0.409815343,0.588734155,0.641979396
4936-1a,0.224107908,0.143841232,0.136746327,0.441821018
4937-1a,0.401802831,0.302900327,0.298731878,0.069782774
4938-1a,0.033585857,0.245927966,0.03489482,0.316613491
4939-1a,0.197305349,0.355303792,0.280914849,0.579194623
4940-1a,0.5538694,0.613649489,0.674154413,0.82220998
4941-1a,0.653636088,0.242853759,0.51195877,0.753649188
4942-1a,0.347937845,0.349146177,0.370443904,0.267484396
4943-1a,0.432325309,0.144697177,0.322256926,0.032562763
4944-1a,0.113077945,0.053215001,0.096504034,0.071418423
4945-1a,0.678565614,0.324596643,0.560325863,0.2584536
4946-1a,0.85830947,0.677216503,0.857268569,0.435948865
4947-1a,0.624631521,0.581469081,0.564151287,0.709565243
4948-1a,0.895698414,0.687202571,0.831084693,0.618773733
4949-1a,0.930754134,0.93730872,0.912110433,0.897698609
4950-1a,0.645155147,0.447363282,0.740236252,0.466080744
4951-1a,0.147106807,0.238793896,0.250347689,0.099963943
4952-1a,0.486544566,0.521083521,0.453054208,0.61459221
4953-1a,0.262802299,0.512816033,0.208551555,0.719856272
4954-1a,0.338960388,0.409122522,0.143717788,0.392424174
4955-1a,0.623618454,0.545210386,0.612658065,0.562597973
4956-1a,0.834796891,0.804136795,0.880713906,0.864209653
4957-1a,0.524403188,0.907539189,0.624051801,0.846596141
4958-1a,0.031645713,0.025370006,0.020191036,0.140658978
4959-1a,0.016179945,0.003812589,0.011089664,0.06844325
4960-1a,0.381393398,0.1342997,0.210402217,0.391967505
4961-1a,0.339137921,0.483974686,0.603135603,0.148442587
4962-1a,0.875822825,0.613925031,0.822929973,0.776435692
4963-1a,0.813496238,0.737493019,0.785712706,0.80103285
4964-1a,0.592226024,0.532867109,0.590862956,0.815920905
4965-1a,0.366181833,0.358201671,0.416504409,0.07428101
4966-1a,0.972825066,0.975600394,0.969282423,0.857218727
4967-1a,0.589027624,0.386420076,0.65450738,0.709878482
4968-1a,0.445626105,0.476382621,0.364954889,0.271015829
4969-1a,0.834424693,0.959491546,0.908073696,0.747300093
4970-1a,0.489794228,0.456836046,0.633745286,0.884422141
4971-1a,0.912474407,0.742742259,0.898219353,0.676318422
4972-1a,0.650282397,0.650025383,0.636786821,0.801824091
4973-1a,0.061037236,0.093647714,0.064542853,0.10528292
4974-1a,0.867998417,0.979018306,0.880187211,0.717009647
4975-1a,0.952821016,0.93155066,0.951446242,0.937967241
4976-1a,0.304078614,0.42899509,0.353881851,0.255869832
4977-1a,0.816994471,0.880887036,0.769372289,0.954593823
4978-1a,0.335974543,0.481041455,0.312679343,0.349645063
4979-1a,0.541985818,0.794328821,0.589068502,0.556240056
4980-1a,0.353372265,0.364256434,0.495752857,0.925193446
4981-1a,0.978691987,0.868050211,0.853986406,0.605517839
4982-1a,0.541561851,0.326572515,0.496937501,0.593614528
4983-1a,0.149058216,0.180202534,0.067657012,0.143206932
4984-1a,0.006708109,0.090399807,0.013526047,0.177910228
4985-1a,0.773099542,0.966692943,0.796684864,0.81929182
4986-1a,0.79985242,0.748035075,0.753599307,0.728150179
4987-1a,0.875395982,0.867000025,0.806900365,0.737202191
4988-1a,0.32156444,0.229085267,0.380095303,0.371533566
4989-1a,0.485596087,0.348806674,0.565944237,0.559645037
4990-1a,0.190601228,0.096607221,0.287298358,0.211572825
4991-1a,0.810088169,0.938239926,0.872184084,0.930851853
4992-1a,0.825117995,0.637919782,0.732200207,0.894287335
4993-1a,0.394637514,0.083670994,0.365033945,0.30277811
4994-1a,0.315498325,0.143205001,0.193056984,0.466812491
4995-1a,0.830100243,0.71384357,0.710199718,0.857814549
4996-1a,0.344977895,0.502249016,0.273055919,0.172981855
4997-1a,0.036851923,0.066371219,0.051211339,0.197514054
4998-1a,0.78274009,0.823769718,0.846922109,0.932397893
4999-1a,0.123948418,0.210901687,0.088677439,0.184273878
5000-1a,0.84952898,0.839253911,0.845830358,0.677111635
5001-1a,0.897586678,0.769567242,0.884920611,0.938345788
5002-1a,0.228818615,0.562647038,0.3301903,0.566576269
5003-1a,0.259269352,0.146919762,0.124603189,0.640543865
5004-1a,0.965927266,0.770070162,0.955968539,0.762956758
5005-1a,0.966469357,0.976909433,0.97203601,0.947143126
5006-1a,0.663832516,0.841600632,0.510142788,0.189078153
5007-1a,0.562218277,0.449522458,0.690151052,0.197551384
5008-1a,0.591401049,0.523448196,0.465940522,0.655170161
5009-1a,0.868472508,0.640383468,0.735025629,0.845259171
5010-1a,0.256446443,0.454901951,0.292157265,0.418544313
